Ilan no,il,Emlak Tipi,m² (Brüt),m² (Net),Oda Sayısı,Bina Yaşı,Bulunduğu Kat,Kat Sayısı,Isıtma turu,Banyo Sayısı,Balkon sayisi,Asansör,Otopark,Site İçerisinde,Aidat (TL),Krediye Uygun,fiyat
1010536,Konya,Daire,145,114,3,4,0,4,Soba,1,1,True,False,False,0,True,769741
1009040,Adana,Daire,214,170,4,38,1,3,Merkezi,1,1,False,False,False,71,True,924798
1010646,İstanbul,Daire,146,123,3,54,9,13,Doğalgaz (Kombi),3,1,True,False,True,297,False,3501020
1012881,Bursa,Dükkan,106,87,0,31,9,10,Klima,1,1,False,False,True,0,False,720436
1000186,Antalya,Daire,137,117,2,10,4,6,Merkezi,1,2,True,True,True,100,True,1624227
1005558,İzmir,Daire,153,127,3,73,4,6,Doğalgaz (Kombi),2,1,True,True,True,271,True,1352891
1007185,İzmir,Daire,234,166,2,24,0,4,Merkezi,3,0,True,False,False,7,True,2747358
1013873,İstanbul,Villa,526,412,3,63,0,4,Merkezi,1,2,False,True,False,167,False,20565022
1011509,Eskişehir,Ofis,155,143,1,25,1,18,Isıtma Yok,1,1,True,False,False,3,True,836809
1006587,Samsun,Daire,192,137,1,14,7,11,Doğalgaz (Kombi),1,1,True,False,False,110,True,853860
1001234,Adana,Daire,172,144,2,23,0,6,Doğalgaz (Kombi),1,1,True,True,False,84,False,812098
1010479,Kayseri,Daire,222,156,2,10,7,9,Merkezi,2,0,True,False,False,0,True,989316
1003915,Adana,Daire,112,81,2,18,7,9,Merkezi,2,1,True,True,False,166,True,439624
1000446,Antalya,Daire,183,165,3,32,2,17,Merkezi,1,2,True,False,False,0,True,1726736
1000844,Kayseri,Daire,122,111,3,74,1,4,Doğalgaz (Kombi),2,2,True,False,False,0,True,504482
1005201,İstanbul,Daire,179,130,2,2,1,3,Soba,1,0,False,False,True,100,False,3663947
1013368,Gaziantep,Daire,241,199,2,54,1,16,Klima,1,1,False,False,True,408,True,911118
1011554,İstanbul,Daire,199,164,4,30,9,10,Doğalgaz (Kombi),1,0,True,False,False,0,True,4393604
1002440,Ankara,Daire,94,74,3,23,4,8,Soba,1,1,True,False,False,125,True,1093259
1003103,Ankara,Daire,189,156,3,57,9,10,Merkezi,1,1,True,True,True,149,True,1995200
1007692,Ankara,Daire,77,62,3,3,4,5,Klima,1,1,True,False,False,54,True,985621
1004774,Trabzon,Daire,150,128,1,31,3,17,Merkezi,1,0,True,False,False,59,True,725823
1006974,İstanbul,Daire,160,112,4,18,4,6,Doğalgaz (Kombi),3,1,True,True,False,50,True,2392688
1006094,Malatya,Daire,96,68,1,28,4,7,Doğalgaz (Kombi),1,1,True,True,False,71,True,235905
1009486,İstanbul,Daire,145,125,1,69,2,4,Doğalgaz (Kombi),2,1,False,False,False,201,True,3727618
1002153,Gaziantep,Daire,213,172,4,25,5,8,Merkezi,1,0,True,True,False,113,True,774066
1005518,Diyarbakır,Daire,127,97,2,13,1,5,Merkezi,2,2,True,True,True,222,True,417104
1012008,İzmir,Daire,134,102,4,29,12,16,Isıtma Yok,3,1,True,True,False,162,True,1519582
1005067,Malatya,Daire,232,189,2,43,7,17,Doğalgaz (Kombi),1,1,True,False,False,42,True,916555
1012654,Kayseri,Daire,202,165,3,11,6,16,Merkezi,1,1,True,True,True,188,False,941737
1011546,Ankara,Daire,99,74,3,0,11,17,Merkezi,1,1,True,False,False,54,True,910996
1012486,İstanbul,Daire,238,211,4,19,5,17,Doğalgaz (Kombi),1,3,True,False,False,72,True,4803342
1000776,Samsun,Villa,253,210,4,0,1,4,Doğalgaz (Kombi),1,2,False,False,False,119,True,2009728
1008417,İstanbul,Daire,87,76,2,50,1,5,Doğalgaz (Kombi),2,0,True,True,False,19,True,2058089
1013944,Antalya,Daire,91,67,1,66,8,9,Soba,2,2,True,True,True,100,True,529615
1006324,Adana,Daire,81,67,3,11,1,1,Doğalgaz (Kombi),1,1,False,False,False,144,False,463756
1004920,İstanbul,Daire,221,190,1,43,13,14,Soba,1,1,True,True,False,57,True,3641288
1013052,İstanbul,Daire,233,182,2,71,9,17,Doğalgaz (Kombi),1,1,True,False,False,44,True,4484632
1009182,Trabzon,Daire,60,55,2,39,1,1,Yerden Isıtma,1,1,True,False,True,223,True,221432
1014248,İzmir,Daire,130,96,3,6,0,2,Doğalgaz (Kombi),1,1,False,True,True,247,True,1642966
1011340,Mersin,Daire,63,49,1,12,7,14,Doğalgaz (Kombi),3,1,False,False,False,109,False,326966
1003136,Gaziantep,Daire,82,59,2,27,1,4,Soba,2,1,True,False,False,127,True,369939
1012627,İzmir,Daire,247,176,3,69,1,3,Merkezi,1,1,False,False,False,30,True,1853015
1005462,Samsun,Daire,217,164,5,3,4,15,Isıtma Yok,1,1,True,False,False,52,True,568029
1003183,İzmir,Daire,127,108,2,53,0,2,Doğalgaz (Kombi),2,1,False,False,False,140,True,947323
1013045,Bursa,Daire,227,201,4,28,3,14,Doğalgaz (Kombi),1,1,True,False,False,39,True,1133923
1007522,İzmir,Daire,168,140,2,70,9,11,Merkezi,2,1,True,True,True,494,True,1713807
1011900,Samsun,Dükkan,196,144,0,70,5,6,Merkezi,2,1,False,False,False,0,True,722406
1003199,Ankara,Daire,213,157,4,2,0,8,Merkezi,1,2,True,True,True,607,True,2384160
1011341,Samsun,Daire,171,148,2,49,3,4,Doğalgaz (Kombi),1,0,False,False,True,360,True,696551
1001289,İzmir,Daire,65,47,3,9,0,9,Doğalgaz (Kombi),3,3,False,False,False,118,True,719119
1014276,İzmir,Arsa,273,273,0,20,5,9,Soba,2,1,True,True,False,27,False,1941816
1014319,Konya,Daire,80,66,3,9,1,5,Doğalgaz (Kombi),2,1,True,False,False,11,True,429210
1012716,Konya,Daire,83,60,4,44,3,5,Isıtma Yok,2,1,True,False,True,168,True,438952
1007542,İstanbul,Daire,238,196,3,12,0,3,Merkezi,3,1,True,False,False,54,True,5353529
1001879,Adana,Daire,239,187,1,64,1,4,Merkezi,3,2,False,True,False,215,True,1634628
1013961,Ankara,Daire,81,72,2,5,8,11,Doğalgaz (Kombi),1,0,True,False,False,0,True,513345
1010003,Adana,Daire,209,170,5,50,1,2,Klima,1,1,True,False,False,193,True,1113317
1005457,Ankara,Daire,148,133,4,52,3,6,Doğalgaz (Kombi),1,1,True,False,False,142,True,1678073
1002148,Bursa,Daire,160,146,4,8,9,15,Yerden Isıtma,1,1,True,False,False,141,True,1610522
1004131,Ankara,Dükkan,33,28,0,2,0,3,Merkezi,1,2,True,True,False,46,True,351640
1001036,Gaziantep,Daire,190,159,1,5,0,3,Doğalgaz (Kombi),2,2,True,True,True,402,True,790897
1008828,İzmir,Daire,133,117,2,75,2,10,Klima,1,2,False,True,False,0,True,1300120
1014295,Adana,Daire,132,101,3,50,1,13,Soba,1,1,True,False,True,100,True,720132
1004134,Antalya,Daire,223,159,2,14,4,8,Klima,2,2,True,False,True,100,True,1647239
1000649,Kayseri,Daire,160,115,2,62,0,11,Isıtma Yok,1,1,False,False,False,100,True,807787
1009275,İstanbul,Villa,519,465,5,8,0,16,Soba,2,1,True,False,True,901,True,19791473
1006711,Antalya,Daire,67,55,3,32,0,9,Klima,1,1,True,False,False,0,True,545765
1000861,Malatya,Ofis,289,206,3,51,1,5,Klima,1,1,True,False,False,30,False,778715
1009095,İzmir,Daire,228,182,3,14,8,14,Soba,1,1,True,False,True,557,True,2745186
1000191,Konya,Daire,187,147,2,34,13,17,Doğalgaz (Kombi),2,1,True,False,False,40,False,1114457
1008301,İzmir,Daire,234,203,2,8,13,18,Doğalgaz (Kombi),1,1,True,True,False,16,True,3330259
1006026,İstanbul,Daire,82,67,4,26,5,6,Merkezi,1,2,True,False,False,133,True,2235328
1001942,İzmir,Daire,92,68,3,10,10,14,Yerden Isıtma,1,1,True,False,True,126,True,968671
1004331,İstanbul,Daire,61,50,1,34,5,7,Doğalgaz (Kombi),1,0,True,False,False,207,True,1779634
1014391,İzmir,Daire,169,122,2,2,5,18,Merkezi,2,2,True,False,False,15,False,1526640
1008775,İstanbul,Daire,147,111,3,63,6,14,Merkezi,1,1,False,True,False,0,True,2720894
1007972,Ankara,Dükkan,55,41,0,48,7,9,Doğalgaz (Kombi),1,1,False,True,False,28,True,478956
1011594,Ankara,Villa,662,587,4,37,2,4,Doğalgaz (Kombi),1,1,False,True,False,120,True,9086161
1014099,Antalya,Daire,211,161,2,62,0,2,Doğalgaz (Kombi),1,0,False,True,True,300,True,1703753
1011114,Adana,Daire,191,140,3,70,2,5,Merkezi,1,1,True,False,False,121,True,1186390
1002775,Antalya,Daire,104,88,2,61,10,12,Merkezi,2,1,True,False,False,284,True,835300
1004145,Ankara,Dükkan,106,92,0,33,2,3,Soba,1,1,False,False,False,155,False,1087811
1012906,Ankara,Daire,80,63,3,44,9,14,Doğalgaz (Kombi),2,2,True,False,False,109,True,1070231
1002617,İstanbul,Daire,245,218,2,18,1,2,Doğalgaz (Kombi),2,1,False,False,False,16,True,4383024
1002411,Antalya,Dükkan,34,25,0,6,1,2,Klima,1,0,False,False,False,154,False,327722
1001094,Ankara,Arsa,428,428,0,12,6,9,Doğalgaz (Kombi),1,1,False,True,False,204,False,2375819
1006065,Konya,Ofis,143,104,2,9,0,7,Doğalgaz (Kombi),1,1,True,True,False,149,False,504223
1001546,Ankara,Ofis,397,363,2,20,0,2,Soba,1,0,True,True,False,146,False,2602720
1004589,Samsun,Daire,49,36,1,5,1,15,Klima,1,1,True,False,False,29,True,270607
1006034,Antalya,Daire,51,43,3,16,3,14,Klima,2,0,True,True,False,48,True,331034
1010154,İzmir,Ofis,257,183,1,30,1,6,Doğalgaz (Kombi),1,1,True,True,False,244,True,3051196
1006953,Ankara,Daire,128,91,2,52,1,2,Merkezi,1,3,False,False,False,0,True,1328793
1003135,Antalya,Ofis,91,70,1,57,7,13,Doğalgaz (Kombi),1,1,True,True,True,292,True,808162
1003856,İstanbul,Daire,62,54,2,45,11,13,Doğalgaz (Kombi),1,0,True,False,True,362,True,1228920
1013831,Konya,Daire,52,39,3,37,0,6,Soba,1,1,True,True,False,0,True,198603
1006419,Gaziantep,Daire,184,138,4,71,13,17,Soba,1,0,True,False,True,143,True,673062
1003805,İstanbul,Daire,241,184,3,23,13,16,Doğalgaz (Kombi),2,1,False,False,False,117,True,4971703
1013074,İstanbul,Dükkan,62,44,0,29,11,15,Isıtma Yok,2,2,False,True,False,43,True,1751608
1009919,Konya,Daire,106,82,1,21,1,2,Soba,1,1,False,True,True,100,True,677897
1007431,İstanbul,Ofis,37,30,1,32,1,3,Doğalgaz (Kombi),2,0,False,False,False,0,False,432249
1006774,Mersin,Daire,51,38,1,24,8,12,Isıtma Yok,2,1,True,False,False,11,True,247024
1013176,Adana,Daire,134,106,1,13,1,2,Doğalgaz (Kombi),2,2,True,False,True,160,True,695308
1000464,İstanbul,Daire,75,58,3,44,4,5,Merkezi,3,2,True,False,False,26,True,2021730
1001257,Konya,Daire,80,61,1,25,2,18,Klima,2,2,True,False,False,12,False,355645
1002259,Eskişehir,Daire,160,133,2,9,12,17,Doğalgaz (Kombi),1,3,False,True,True,100,True,927837
1005630,İstanbul,Daire,87,70,3,37,0,14,Doğalgaz (Kombi),1,0,True,False,False,143,True,1793125
1014532,Antalya,Daire,142,124,1,28,0,2,Klima,1,1,False,True,False,0,True,1315684
1006231,İstanbul,Daire,84,67,2,36,10,12,Soba,2,2,True,False,False,27,True,1292921
1007382,Eskişehir,Daire,54,49,2,59,4,14,Doğalgaz (Kombi),1,1,True,False,True,100,True,264883
1011087,İstanbul,Daire,182,157,3,26,5,13,Merkezi,1,1,True,False,False,0,True,3646230
1012370,İzmir,Daire,186,141,3,5,2,5,Doğalgaz (Kombi),2,1,True,False,True,377,True,2310826
1001262,İstanbul,Daire,106,92,4,57,6,15,Doğalgaz (Kombi),2,3,True,False,False,33,True,2376608
1013506,İzmir,Dükkan,291,261,0,41,0,15,Doğalgaz (Kombi),1,3,False,False,False,0,False,4378825
1007212,Adana,Daire,98,87,4,35,12,15,Soba,2,1,True,False,True,414,True,698528
1000975,İstanbul,Villa,276,203,5,43,3,4,Yerden Isıtma,2,2,True,False,True,268,True,10883948
1010722,İstanbul,Daire,228,194,2,12,0,4,Merkezi,1,1,False,False,False,22,True,3513693
1005866,Trabzon,Ofis,185,158,0,11,7,8,Soba,2,1,True,False,False,46,True,647756
1009133,Malatya,Daire,117,105,2,28,12,15,Doğalgaz (Kombi),1,3,True,True,True,476,True,523859
1006582,İstanbul,Daire,78,61,5,33,3,4,Merkezi,1,0,False,False,False,228,True,1520288
1002387,Kayseri,Daire,106,76,2,59,9,11,Merkezi,2,2,True,True,False,34,True,496601
1014592,İstanbul,Daire,135,113,2,54,9,17,Yerden Isıtma,2,1,True,True,False,87,True,2911036
1005021,Antalya,Daire,128,93,3,3,0,3,Merkezi,2,0,False,False,False,176,True,1204497
1007129,İstanbul,Daire,66,53,3,28,16,17,Soba,1,1,True,False,False,175,True,1278348
1012528,Ankara,Dükkan,192,168,0,38,10,14,Soba,1,2,True,False,False,96,True,2811822
1003882,Antalya,Villa,795,720,3,13,2,8,Doğalgaz (Kombi),2,0,True,False,False,37,True,14028118
1006055,İstanbul,Daire,206,145,4,10,11,17,Soba,2,1,False,False,False,117,True,3717494
1013633,İstanbul,Daire,35,29,1,28,1,9,Soba,1,0,True,False,False,200,True,735055
1010670,Ankara,Villa,733,594,5,11,0,4,Doğalgaz (Kombi),1,1,False,True,False,0,True,9696114
1003875,İstanbul,Daire,227,161,4,36,0,2,Merkezi,2,1,True,False,True,317,True,4233637
1002789,Ankara,Daire,50,41,3,11,1,2,Doğalgaz (Kombi),1,2,False,False,False,78,True,648576
1009136,İstanbul,Arsa,1389,1389,0,34,0,13,Merkezi,2,1,True,False,False,0,False,19579898
1013331,İstanbul,Arsa,102,102,0,0,0,8,Doğalgaz (Kombi),2,1,True,True,False,167,False,1182474
1001857,Konya,Arsa,353,353,0,44,1,18,Merkezi,1,1,False,False,False,0,False,1797845
1013005,İzmir,Daire,42,31,1,14,1,1,Klima,1,1,False,True,True,100,True,361768
1004108,İstanbul,Ofis,120,88,0,55,0,2,Soba,1,1,False,True,False,136,True,3471002
1005213,Ankara,Arsa,1585,1585,0,3,16,17,Yerden Isıtma,2,1,False,False,False,0,False,6033068
1008281,İzmir,Daire,67,49,4,51,1,1,Merkezi,1,0,True,False,False,78,True,1178959
1003255,Diyarbakır,Daire,143,113,5,64,1,2,Isıtma Yok,2,1,False,False,True,403,False,447107
1007323,Adana,Daire,158,130,3,49,0,14,Merkezi,2,2,True,False,True,490,True,961437
1002690,İstanbul,Daire,194,156,3,0,11,13,Doğalgaz (Kombi),1,1,True,False,False,89,True,6121194
1007389,Ankara,Daire,160,144,1,39,6,18,Doğalgaz (Kombi),1,1,True,False,False,0,True,1884648
1004627,İzmir,Daire,77,63,3,9,1,4,Soba,1,2,False,False,True,316,True,979328
1011165,Bursa,Daire,172,158,2,1,15,18,Doğalgaz (Kombi),3,0,True,False,False,0,True,1069749
1001319,İstanbul,Daire,83,72,1,2,5,13,Merkezi,2,1,True,False,False,101,True,1503053
1012949,Adana,Arsa,1217,1217,0,53,1,16,Doğalgaz (Kombi),3,0,False,True,False,75,True,4575669
1014822,İzmir,Daire,154,137,2,2,1,6,Doğalgaz (Kombi),1,1,False,False,False,35,True,1890049
1005162,Konya,Daire,215,181,3,4,3,8,Soba,2,0,True,False,False,0,True,1127213
1010872,Adana,Daire,43,34,3,18,3,12,Merkezi,2,1,True,False,False,0,True,196032
1010360,Ankara,Daire,225,186,2,20,6,9,Klima,2,0,True,False,False,0,True,2411169
1001135,Samsun,Dükkan,205,177,0,1,4,11,Merkezi,1,0,True,True,False,79,False,1035484
1004529,İzmir,Arsa,1924,1924,0,9,5,9,Klima,3,1,True,True,False,98,False,15709184
1003505,Kayseri,Arsa,1137,1137,0,2,4,17,Klima,2,0,False,True,False,134,True,2642943
1004749,İstanbul,Ofis,61,44,3,60,3,11,Doğalgaz (Kombi),3,1,True,False,False,143,True,1223563
1007086,İstanbul,Daire,198,171,3,53,0,2,Doğalgaz (Kombi),2,2,False,False,False,0,True,4030567
1009947,İstanbul,Daire,44,37,3,13,8,17,Soba,1,0,True,True,True,100,True,1243391
1014804,İzmir,Daire,143,115,2,18,0,12,Doğalgaz (Kombi),1,1,True,True,False,53,True,2152773
1006336,Eskişehir,Daire,133,110,4,55,0,3,Doğalgaz (Kombi),3,1,True,False,False,235,True,620222
1010939,Konya,Daire,106,80,4,15,6,12,Doğalgaz (Kombi),2,2,True,False,False,180,True,726484
1006982,Ankara,Daire,66,53,4,49,0,2,Doğalgaz (Kombi),2,1,False,False,True,100,True,581277
1012766,Adana,Daire,162,138,4,12,1,2,Isıtma Yok,1,1,False,False,False,0,True,876098
1002505,Adana,Daire,160,146,2,22,10,16,Doğalgaz (Kombi),1,0,True,False,False,48,True,1251504
1002904,Trabzon,Daire,219,198,1,8,1,6,Klima,1,0,True,True,True,405,True,952824
1000570,İstanbul,Daire,152,130,3,9,3,5,Doğalgaz (Kombi),2,1,True,False,True,100,True,2137453
1001448,Gaziantep,Daire,40,31,1,17,0,2,Doğalgaz (Kombi),2,1,True,False,True,164,True,167655
1003414,Antalya,Daire,120,94,2,37,3,4,Isıtma Yok,1,1,True,False,False,16,True,923940
1014826,Bursa,Daire,143,115,3,45,4,12,Doğalgaz (Kombi),2,0,True,False,False,93,True,858949
1010776,İstanbul,Daire,214,189,1,31,4,6,Merkezi,1,0,True,True,True,474,True,4579073
1009290,Antalya,Daire,73,56,2,26,0,17,Merkezi,2,0,True,False,False,0,True,583867
1014648,İzmir,Arsa,821,821,0,44,11,14,Merkezi,2,1,True,False,False,0,False,10128907
1006837,İstanbul,Daire,102,86,3,34,4,6,Doğalgaz (Kombi),1,1,True,True,False,52,True,2024156
1003226,Mersin,Daire,203,150,2,24,0,12,Doğalgaz (Kombi),3,1,True,False,True,369,True,1321935
1014616,Gaziantep,Daire,128,108,2,77,3,12,Klima,1,2,True,False,False,0,True,532891
1004383,Antalya,Daire,83,67,2,72,6,15,Soba,2,0,False,False,False,0,True,931220
1009229,Bursa,Daire,221,195,2,0,1,5,Isıtma Yok,2,2,True,True,True,681,True,2438609
1007845,İstanbul,Ofis,82,62,1,49,7,8,Soba,1,1,True,False,False,2,True,1652644
1003539,Eskişehir,Daire,74,62,2,68,5,9,Doğalgaz (Kombi),2,1,True,True,True,148,True,605538
1010586,Trabzon,Arsa,318,318,0,55,7,17,Doğalgaz (Kombi),2,1,True,False,False,55,False,495633
1013445,Ankara,Daire,184,160,2,33,4,11,Doğalgaz (Kombi),1,1,True,True,True,324,True,1063354
1002827,Konya,Daire,212,170,3,23,11,13,Doğalgaz (Kombi),1,1,True,False,False,0,True,1183394
1005780,Bursa,Arsa,893,893,0,59,0,2,Doğalgaz (Kombi),1,1,True,True,False,0,False,3406941
1004996,Ankara,Daire,146,103,3,37,9,12,Merkezi,3,1,False,True,False,90,True,1220123
1001338,Antalya,Daire,90,70,4,21,8,15,Doğalgaz (Kombi),2,1,True,True,False,24,True,924862
1003262,Ankara,Daire,172,147,3,73,9,14,Doğalgaz (Kombi),2,1,True,False,False,140,True,1562448
1007876,Bursa,Arsa,1919,1919,0,25,8,13,Doğalgaz (Kombi),3,0,False,True,False,101,False,4664410
1010809,Adana,Daire,134,120,4,7,0,7,Doğalgaz (Kombi),2,1,True,True,True,260,True,646222
1006838,Bursa,Daire,67,50,1,20,12,16,Merkezi,3,1,True,True,False,41,True,421456
1005741,İstanbul,Arsa,296,296,0,74,0,13,Soba,1,1,False,False,False,0,False,5033906
1000650,Kayseri,Daire,40,31,2,11,1,16,Doğalgaz (Kombi),1,0,True,True,True,100,True,168343
1006039,Antalya,Daire,195,169,1,14,0,15,Soba,1,0,True,False,False,73,True,1654649
1002258,İstanbul,Daire,67,47,3,9,4,12,Doğalgaz (Kombi),3,0,True,False,False,0,True,1432195
1005395,İzmir,Daire,135,118,2,17,5,10,Doğalgaz (Kombi),1,0,True,False,False,7,True,2104248
1013101,İstanbul,Daire,132,117,2,23,6,16,Merkezi,2,1,True,False,False,0,True,3100841
1007082,Gaziantep,Daire,205,177,3,44,14,16,Soba,1,0,True,True,False,0,True,902716
1011642,Ankara,Daire,235,197,1,29,1,6,Doğalgaz (Kombi),1,1,True,False,False,0,True,1987159
1003521,Bursa,Daire,37,30,3,37,9,17,Merkezi,2,0,True,False,False,26,True,266687
1014567,Ankara,Daire,208,162,3,17,0,3,Soba,1,0,True,False,True,363,True,2207109
1004478,Bursa,Arsa,783,783,0,21,5,13,Merkezi,2,2,True,False,False,33,False,5031414
1005660,İstanbul,Daire,196,149,1,52,4,7,Merkezi,2,1,True,False,True,260,True,3080475
1013054,Adana,Daire,72,57,3,36,0,15,Yerden Isıtma,1,1,True,True,False,245,True,364039
1000067,Ankara,Daire,201,171,3,14,16,18,Merkezi,2,1,True,True,False,0,True,2553043
1014063,Mersin,Daire,43,32,4,56,5,14,Doğalgaz (Kombi),1,1,True,False,True,100,True,299241
1011876,İstanbul,Daire,208,150,1,19,7,9,Doğalgaz (Kombi),1,1,True,True,True,356,True,3703062
1007609,Gaziantep,Daire,190,161,2,34,2,15,Soba,1,3,True,True,False,102,True,733495
1001258,Ankara,Daire,122,99,2,14,3,12,Doğalgaz (Kombi),1,2,True,True,False,126,True,1355301
1011963,Bursa,Daire,168,126,3,41,8,14,Merkezi,2,0,True,False,False,88,True,1083029
1012776,Konya,Villa,507,426,5,57,3,8,Doğalgaz (Kombi),2,2,True,True,False,118,True,4153887
1000991,Gaziantep,Daire,205,185,1,8,3,7,Klima,1,0,True,True,False,59,False,1017544
1003504,İzmir,Villa,752,612,4,71,14,17,Doğalgaz (Kombi),2,3,True,False,False,0,False,14643126
1008305,Konya,Dükkan,43,36,0,18,1,5,Soba,1,2,False,False,False,38,False,290054
1000919,Konya,Ofis,38,31,2,31,5,12,Doğalgaz (Kombi),1,1,True,False,False,86,False,183190
1000165,Ankara,Daire,204,176,2,1,7,15,Klima,2,2,True,False,False,75,True,2620362
1009877,Adana,Daire,68,48,3,9,2,11,Doğalgaz (Kombi),1,1,True,True,False,0,True,254838
1012812,Ankara,Dükkan,152,124,0,14,1,3,Yerden Isıtma,2,3,False,False,False,26,False,1387684
1009141,Bursa,Daire,106,82,3,37,1,3,Soba,2,0,True,False,True,165,True,600055
1004594,İzmir,Daire,98,73,5,35,2,6,Soba,1,1,True,False,True,233,True,1381523
1012148,İstanbul,Ofis,314,244,3,4,17,18,Isıtma Yok,2,1,False,False,False,0,False,5446035
1002850,İzmir,Daire,109,97,2,2,1,2,Yerden Isıtma,1,2,False,True,True,438,True,1656505
1010895,Mersin,Daire,52,46,2,24,1,2,Doğalgaz (Kombi),1,0,False,False,False,130,True,311344
1014968,Kayseri,Daire,186,142,4,36,14,15,Merkezi,2,2,True,False,False,135,True,968671
1012170,İstanbul,Daire,176,146,2,28,8,17,Doğalgaz (Kombi),1,1,True,False,False,0,True,4120032
1004460,Trabzon,Daire,215,169,2,2,3,12,Merkezi,2,1,False,False,True,493,True,836597
1014226,İstanbul,Daire,125,97,2,41,0,9,Merkezi,1,0,True,False,False,105,True,4046613
1006623,İstanbul,Dükkan,54,48,0,31,0,12,Merkezi,1,1,False,False,False,19,False,1351894
1009306,İzmir,Daire,170,145,1,27,7,15,Merkezi,2,1,True,True,False,0,True,3021920
1012574,Bursa,Daire,218,196,3,19,1,6,Merkezi,1,1,True,False,False,119,True,2343393
1008490,Adana,Daire,205,156,5,12,4,14,Yerden Isıtma,2,0,True,True,False,0,True,939648
1009867,İzmir,Daire,65,52,3,42,9,16,Doğalgaz (Kombi),1,1,True,False,False,17,True,942425
1002735,İstanbul,Villa,399,295,3,11,0,3,Merkezi,2,1,False,False,False,94,True,12171836
1005669,İstanbul,Daire,225,205,4,16,7,16,Klima,2,1,True,False,False,0,True,5169297
1004988,Mersin,Dükkan,205,156,0,63,1,6,Doğalgaz (Kombi),1,1,False,False,False,38,True,1296940
1013502,İstanbul,Daire,207,175,4,45,1,13,Merkezi,3,0,True,False,True,401,False,4907807
1002378,İstanbul,Daire,80,59,1,55,2,3,Doğalgaz (Kombi),3,0,False,True,True,175,True,1899717
1010402,İstanbul,Daire,39,31,4,76,6,18,Merkezi,2,1,False,True,False,174,True,1017494
1004172,Ankara,Daire,243,178,3,28,0,2,Merkezi,2,1,True,True,True,414,False,2860017
1008092,Antalya,Daire,224,199,1,15,15,17,Merkezi,2,1,True,False,False,0,True,2039881
1011985,İstanbul,Daire,225,192,2,31,12,15,Yerden Isıtma,1,1,True,True,False,0,True,4811087
1002103,Samsun,Daire,232,209,3,52,8,9,Merkezi,2,0,True,False,True,601,True,748224
1003759,Gaziantep,Daire,210,161,4,13,1,11,Merkezi,2,1,True,True,False,52,True,766975
1011679,İstanbul,Ofis,29,21,2,19,12,13,Soba,3,1,False,True,True,108,True,501981
1001837,İstanbul,Daire,150,112,3,28,4,10,Doğalgaz (Kombi),1,1,False,True,False,25,True,3197167
1012030,İstanbul,Daire,115,94,3,4,5,6,Soba,1,1,True,False,True,177,True,1988405
1012452,Bursa,Daire,214,197,3,45,4,16,Klima,2,1,False,False,False,51,True,2125853
1012228,İstanbul,Daire,165,117,4,31,8,16,Doğalgaz (Kombi),2,2,True,False,False,10,False,2388886
1005710,Adana,Daire,107,97,3,62,5,9,Doğalgaz (Kombi),3,1,True,True,False,0,True,497283
1008799,Adana,Villa,287,219,4,1,0,9,Soba,1,1,True,False,False,101,False,2042633
1004500,Ankara,Daire,210,154,4,4,1,6,Merkezi,2,0,False,False,False,0,True,1659803
1001093,Antalya,Ofis,248,207,1,20,3,9,Klima,1,1,True,False,False,0,True,2711339
1010017,İzmir,Daire,70,58,1,24,13,14,Doğalgaz (Kombi),1,1,True,True,False,0,True,1078544
1006718,Bursa,Daire,159,120,3,54,1,1,Soba,1,1,True,False,False,21,True,1276889
1010760,Bursa,Ofis,77,68,2,33,0,3,Merkezi,1,0,False,False,False,131,True,399109
1008960,Adana,Daire,242,209,3,15,3,6,Klima,2,0,True,False,False,87,True,1289669
1000160,İstanbul,Daire,237,192,2,53,12,15,Klima,2,1,True,False,False,37,True,5907151
1000203,İstanbul,Daire,230,185,3,48,1,4,Klima,1,1,False,True,False,212,True,4009072
1006483,Konya,Daire,176,145,3,18,12,13,Merkezi,1,1,True,False,False,137,True,930023
1003940,Antalya,Daire,123,109,2,70,10,12,Merkezi,1,0,True,True,True,130,True,934857
1014785,Antalya,Dükkan,254,209,0,0,2,4,Doğalgaz (Kombi),2,1,True,False,False,76,True,3662982
1004933,İstanbul,Dükkan,48,34,0,59,0,2,Soba,1,2,False,False,False,75,True,827221
1007647,Kayseri,Daire,180,164,2,26,0,2,Doğalgaz (Kombi),3,1,True,True,False,46,True,997940
1001230,İstanbul,Dükkan,112,98,0,62,0,7,Klima,2,1,False,False,False,0,True,2804458
1009166,Ankara,Daire,153,131,3,59,1,1,Merkezi,1,1,True,True,True,244,True,1128694
1003046,İstanbul,Ofis,84,68,1,26,5,6,Doğalgaz (Kombi),1,1,True,True,False,88,False,1492953
1007957,Antalya,Arsa,825,825,0,22,1,15,Doğalgaz (Kombi),2,1,True,False,False,58,False,2131668
1002915,İstanbul,Daire,85,61,4,0,8,11,Soba,1,1,False,False,False,13,True,2246090
1013624,Ankara,Daire,141,116,2,54,3,8,Isıtma Yok,1,2,True,True,True,218,True,1721420
1004251,Konya,Daire,123,100,1,50,11,17,Yerden Isıtma,2,0,True,True,False,54,True,421366
1006111,İstanbul,Daire,40,30,3,14,10,11,Doğalgaz (Kombi),2,2,True,False,False,4,True,999693
1006204,İzmir,Daire,239,179,3,32,0,17,Klima,1,1,True,True,False,0,True,3558622
